TC_id,FlyGeneOrtholog
TC008777,Hexo1
TC008778,Hexo1
TC008779,CG10299
TC008780,CG10299
TC008781,CG10299
TC008782,cactin
TC008783,CG15890
TC008784,Ef2b
TC008785,CG2774
TC008786,CG8601
TC008787,BG:DS04929.1
TC008788,Mad
TC008790,CG5910
TC008794,Ephrin
TC008796,CG8818
TC008797,CG11269
TC008799,Ras64B
TC008800,CG15890
TC008801,Dhc64C
TC008802,CG8069
TC008803,CG5326
TC008804,CG6653
TC008808,CG6966
TC008809,CG2485
TC008813,CG14372
TC008814,CG14372
TC008815,CG14678
TC008816,CG12484
TC008817,CG9060
TC008818,BcDNA:LD34343
TC008819,CG6958
TC008820,mus210
TC008821,CG10763
TC008826,CG2909
TC008827,CG11086
TC008828,sina
TC008829,CG3605
TC008830,CG8461
TC008831,H
TC008832,metastasis-associated-1-like-protein
TC008833,BcDNA:LD23830
TC008834,CG1973
TC008835,CG5521
TC008836,CG5521
TC008838,Pox-m
TC008840,BcDNA:LD28247
TC008841,CG14076
TC008842,CG10509
TC008844,CG17386
TC008845,CG2070
TC008846,CG8481
TC008848,BcDNA:LD21529
TC008849,CG12489
TC008851,px
TC008852,px
TC008855,DAT
TC008856,CG9811
TC008858,CG7159
TC008860,Fak56D
TC008861,CG3344
TC008862,CG12089
TC008864,beat
TC008865,CG8025
TC008867,CG9059
TC008868,CG3941
TC008869,CG3033
TC008871,qkr54B
TC008872,Thiolase
TC008873,CG10320
TC008874,mus209
TC008875,RpS25
TC008876,CG1624
TC008877,CG8192
TC008878,CG14133
TC008879,Orc1
TC008880,CG7789
TC008881,Actr13E
TC008883,CG15164
TC008884,CG15164
TC008895,sina
TC008896,Nedd4
TC008897,CG11050
TC008898,CG14749
TC008899,CG6311
TC008900,CG3092
TC008901,EG:100G10.2
TC008903,CG11079
TC008904,su(Hw)
TC008905,Ance
TC008907,CG7568
TC008909,Hr46
TC008910,CG14748
TC008912,CG3029
TC008914,CG13692
TC008915,CG16789
TC008917,CG6607
TC008919,Klp98A
TC008920,CG2908
TC008921,CG11058
TC008922,CG3121
TC008923,Myo28B1
TC008925,CG11127
TC008926,Pph13
TC008927,CG6321
TC008928,otp
TC008930,CG11529
TC008931,CG11529
TC008933,CG5308
TC008934,CG8014
TC008935,CG10346
TC008936,Sox14
TC008947,CG10603
TC008948,CG18143
TC008952,en
TC008953,CG8976
TC008954,CG8976
TC008955,CG14968
TC008956,E(Pc)
TC008957,CG8726
TC008958,CG8331
TC008959,CG9727
TC008961,CG7602
TC008962,glycerol-3-phosphate-acyltransferase
TC008963,PpD3
TC008964,CG1326
TC008966,CG12809
TC008967,Ptp69D
TC008968,ben
TC008970,CG3760
TC008971,CG3770
TC008972,EG:86E4.3
TC008973,EG:86E4.3
TC008974,CG10682
TC008975,CG3692
TC008976,CG18436
TC008983,ct
TC008984,CG10495
TC008985,cli
TC008986,CG1233
TC008987,Ddx1
TC008989,CG1893
TC008990,CG4919
TC008992,BcDNA:GH04929
TC008993,CG9469
TC008994,CG3910
TC008995,CG3910
TC008996,vnd
TC008997,CG5142
TC008998,CG8144
TC008999,CG13663
TC009000,CG5830
TC009001,MGAT1
TC009010,ATPsyn-gamma
TC009011,CG7845
TC009012,BcDNA:GH07643
TC009013,BcDNA:GH07643
TC009014,CG6428
TC009015,CG9701
TC009016,CG9701
TC009017,CG9701
TC009018,CG9701
TC009020,CG6171
TC009021,CG8372
TC009022,CG2846
TC009023,CG6949
TC009024,CG8715
TC009025,CG9350
TC009026,CG10006
TC009027,zetaCOP
TC009028,Nacalpha
TC009029,CG12557
TC009033,CG3321
TC009034,CG9601
TC009035,betaTub56D
TC009038,cmp44E
TC009039,CG7878
TC009040,CG2100
TC009042,CG5384
TC009044,CG13435
TC009046,CG5608
TC009047,BcDNA:LD19945
TC009048,CG15889
TC009049,CG17331
TC009052,CG10512
TC009053,CG10512
TC009054,snRNP70K
TC009058,CG12484
TC009063,CG14372
TC009065,CG12484
TC009066,CG9351
TC009067,CG5382
TC009068,CG14771
TC009070,Ca-alpha1D
TC009072,Pepck
TC009073,CG10166
TC009074,Vha13
TC009075,CG8214
TC009076,shot
TC009077,shot
TC009080,CG9306
TC009082,CG6499
TC009083,CG9958
TC009084,CG9960
TC009085,Osbp
TC009086,CG1937
TC009087,CG6599
TC009089,ea
TC009090,BEST:GH02921
TC009091,CG5896
TC009092,CG5896
TC009093,CG5896
TC009094,CG5896
TC009100,CG7126
TC009101,CG14469
TC009102,CG14763
TC009105,Rbf
TC009106,CG17221
TC009107,CG10053
TC009108,sec10
TC009109,CG3259
TC009110,CG4239
TC009111,BicD
TC009112,TfIIA-S
TC009113,Rab-RP3
TC009114,CG1624
TC009115,CG17643
TC009117,CG9524
TC009118,CG8399
TC009122,CG11926
TC009123,CG13708
TC009126,Hsp68
TC009127,Fsh
TC009128,Mgstl
TC009129,Mgstl
TC009131,CG1753
TC009132,CG1114
TC009138,CG14874
TC009139,CG17986
TC009140,CG7404
TC009142,CG4739
TC009145,CG9638
TC009146,Mcm5
TC009148,CG8777
TC009149,CG8777
TC009150,CG8315
TC009151,CG8405
TC009157,CG18250
TC009158,Rho1
TC009159,Rho1
TC009160,CG1561
TC009161,CG1561
TC009162,CG13813
TC009163,Grip75
TC009164,CG3520
TC009165,CG8079
TC009166,CG6034
TC009167,CG7737
TC009170,nAcRalpha-96Ab
TC009171,Srp54
TC009172,CG4311
TC009173,CG7180
TC009174,TER94
TC009175,CG9357
TC009176,CG9357
TC009177,CG9357
TC009178,CG1869
TC009179,CG9357
TC009180,CG9357
TC009181,amon
TC009182,Rnp4F
TC009183,OstStt3
TC009184,Takr99D
TC009185,CG8394
TC009186,CG18802
TC009189,CG7903
TC009191,sec23
TC009193,BcDNA:LD34343
TC009194,BcDNA:LD34343
TC009195,CG13832
TC009196,CG10057
TC009198,CG6428
TC009199,CG2164
TC009200,CG14686
TC009201,Gcn2
TC009202,CG3499
TC009203,CG8814
TC009205,CG1972
TC009206,ATPsyn-Cf6
TC009207,BcDNA:LD03471
TC009208,CG2991
TC009209,vhl
TC009210,Taf80
TC009211,CG6272
TC009212,CG15013
TC009213,CG8980
TC009214,CG1883
TC009217,CG3074
TC009219,CG7940
TC009220,slbo
TC009222,CG7696
TC009223,CG3692
TC009224,CG18600
TC009227,CG8080
TC009230,CG9418
TC009231,Tequila
TC009232,CG9781
TC009234,CG11883
TC009235,CG8484
TC009236,CG9778
TC009237,CG12948
TC009240,CG5319
TC009245,CG1134
TC009250,Orc6
TC009251,CG12068
TC009252,CG7236
TC009253,Dscam
TC009254,CG7060
TC009255,CoVa
TC009256,Fpps
TC009257,Fpps
TC009258,Rga
TC009259,Pka-R2
TC009260,RpS12
TC009261,EG:EG0003.3
TC009262,CG3508
TC009263,CG5756
TC009264,CG9128
TC009265,CG11265
TC009266,CG4733
TC009267,CG10414
TC009268,CG8205
TC009270,CG15069
TC009275,CG15751
TC009277,CG2257
TC009278,CG15863
TC009279,CG8055
TC009280,HmgD
TC009281,CG8055
TC009282,CG11318
TC009283,CG6898
TC009284,CG5472
TC009289,CG16935
TC009290,CG17985
TC009293,CG12785
TC009294,CG5933
TC009295,CG7083
TC009297,CG14982
TC009298,G-salpha60A
TC009299,G-salpha60A
TC009301,CG12030
TC009302,CG4110
TC009303,CG5291
TC009304,CG12601
TC009305,Rrp1
TC009308,CG13032
TC009309,unpg
TC009310,CG17215
TC009311,Sin3A
TC009312,CG11207
TC009314,wit
TC009315,vulcan
TC009316,CG8359
TC009318,Wnt5
TC009319,CG5469
TC009322,EG:8D8.8
TC009324,Gad1
TC009325,CG14993
TC009326,CG10257
TC009327,CG8004
TC009328,CG10540
TC009329,CG11337
TC009330,Calx
TC009331,dpa
TC009337,CG18397
TC009339,tup
TC009340,CG8506
TC009341,CG7922
TC009342,Cctgamma
TC009343,bt
TC009344,CG10137
TC009347,EG:39E1.1
TC009349,CG9005
TC009351,Dll
TC009354,CycH
TC009355,CG17515
TC009356,CG3257
TC009358,Talin
TC009361,CG10186
TC009362,Cp1
TC009364,Cp1
TC009365,Cp1
TC009366,CG10460
TC009367,Cp1
TC009368,Rhp
TC009369,CG10132
TC009370,CG6965
TC009371,CG6867
TC009374,CG6612
TC009375,Mcr
TC009376,BcDNA:GH03694
TC009378,CG16801
TC009380,CG3358
TC009381,mre11
TC009382,CG3776
TC009383,CG6064
TC009385,spag
TC009386,CG6718
TC009387,CG14230
TC009389,TXBP181-like
TC009390,BcDNA:GM05306
TC009391,CG6835
TC009392,CG6835
TC009394,CG5482
TC009395,CG4739
TC009399,CG2485
TC009400,CG2485
TC009401,CG2485
TC009402,CG2485
TC009403,CG13941
TC009405,Rrp1
TC009406,CG4859
TC009407,CG17411
TC009410,CG14076
TC009412,Cyp4c3
TC009413,Ama
TC009414,CG6800
TC009416,CG11775
TC009417,CG11775
TC009418,CG11575
TC009420,CG10188
TC009422,CG9588
TC009423,ras
TC009424,CG9843
TC009425,SelD
TC009426,Dab
TC009427,CG9376
TC009428,CG6718
TC009430,CG13017
TC009432,CG7656
TC009433,CG1233
TC009434,CG8591
TC009435,CG6089
TC009436,CG3631
TC009437,CG9323
TC009438,CG8857
TC009440,vanin-like
TC009441,BcDNA:GH07688
TC009442,CG15649
TC009443,CG15916
TC009444,CG8397
TC009445,Hsp68
TC009447,CG14305
TC009448,Cp1
TC009450,Psi
TC009451,CG11449
TC009452,CG7460
TC009453,Ance
TC009455,CG8561
TC009456,CG13432
TC009457,CG1504
TC009458,CG13594
TC009460,BcDNA:GH10229
TC009461,CG8254
TC009462,chrw
TC009463,CG13424
TC009468,Pdk
TC009469,eve
TC009470,CG2309
TC009471,RpII215
TC009472,EG:EG0007.9
TC009473,Dak1
TC009474,Mlh1
TC009481,CG8243
TC009482,GstD21
TC009484,CG3541
TC009485,RpL17A
TC009486,26/29kD-proteinase
TC009487,Txl
TC009488,CG8253
TC009489,CG3682
TC009490,CG3208
TC009491,BcDNA:GH11110
TC009492,CG9952
TC009493,CG12190
TC009494,exu
TC009495,CG3415
TC009496,BcDNA:GH02678
TC009497,CG2909
TC009498,CG5188
TC009499,CG12918
TC009500,fray
TC009501,CG15093
TC009502,CG8735
TC009503,CG11593
TC009504,CG3849
TC009505,Ank2
TC009506,CG3622
TC009507,CG5904
TC009511,CG14906
TC009512,CG10664
TC009513,CG14672
TC009514,zinc-finger-motif-protein
TC009515,BG:DS02740.8
TC009517,CG6856
TC009519,bl
TC009521,CG16840
TC009526,CG11318
TC009527,CG11318
TC009528,CG15556
TC009532,CG4752
TC009533,CG4752
TC009535,CG5738
TC009536,CG13746
TC009538,EG:EG0003.5
TC009539,CG11738
TC009540,rhea
TC009541,CG1826
TC009542,shn
TC009543,CG5285
TC009544,CG8202
TC009545,lin19
TC009546,CG16896
TC009547,CG10466
TC009548,CG8706
TC009549,CG11253
TC009550,CG7683
TC009551,Arr2
TC009552,CG13207
TC009553,CG7741
TC009555,CG3351
TC009556,ATPsyn-b
TC009557,Hmgcr
TC009558,CG9537
TC009559,mit(1)15
TC009560,peb
TC009561,CG4848
TC009562,CG2698
TC009563,CG7156
TC009570,CG12484
TC009571,dpa
TC009572,Brf
TC009573,Brf
TC009575,Fsh
TC009577,CG5270
TC009578,CG11455
TC009579,CG14253
TC009580,CG2989
TC009582,enc
TC009583,CG18654
TC009584,CG14995
TC009586,CG3075
TC009589,betaTub56D
TC009590,betaTub60D
TC009593,CG3394
TC009594,kel
TC009595,CG4663
TC009596,CG11015
TC009597,Aprt
TC009598,CG12030
TC009599,CG17509
TC009600,CG6768
TC009602,CG10472
TC009604,CG13921
TC009605,Lar
TC009606,guf
TC009607,CG1646
TC009608,Rox8
TC009610,CG13365
TC009611,CG5646
TC009612,CG2126
TC009613,CG14353
TC009614,CG2185
TC009615,CG15602
TC009617,CG17141
TC009618,CG10219
TC009619,CG1969
TC009620,CG14480
TC009621,CG7832
TC009622,EG:133E12.3
TC009623,CG8821
TC009624,CG9357
TC009625,CG9357
TC009626,CG9357
TC009627,CG9357
TC009628,CG9357
TC009629,CG9357
TC009630,CG9357
TC009631,Vha44
TC009632,CG8060
TC009633,CG8679
TC009634,CG7997
TC009635,CG5731
TC009636,CG7997
TC009637,CG5645
TC009638,CG12131
TC009639,CG15012
TC009640,sbb
TC009641,CG7737
TC009642,CG7737
TC009643,CG7737
TC009644,CG7737
TC009645,CG6665
TC009646,CG14181
TC009647,zimp
TC009648,CG6178
TC009649,CG6178
TC009650,CG2004
TC009651,CG1561
TC009652,CG14314
TC009653,CG1561
TC009654,CG1561
TC009655,CG1561
TC009656,CG1561
TC009657,CG1561
TC009658,CG1561
TC009659,CG1561
TC009660,CG9305
TC009661,CG15440
TC009664,CG5846
TC009665,CG13077
TC009666,CG13077
TC009667,CG18589
TC009670,CG4203
TC009671,CG2767
TC009672,Pli
TC009673,Lrr47
TC009675,Pros26.4
TC009676,CG7050
TC009677,CG7050
TC009678,CG7050
TC009679,CG6623
TC009680,CG2070
TC009681,CG1213
TC009682,CG10960
TC009683,CG10960
TC009690,alpha-Est5
TC009691,alpha-Est5
TC009692,alpha-Est9
TC009693,alpha-Est9
TC009694,alpha-Est7
TC009695,CG10960
TC009696,CG10175
TC009697,CG10175
TC009698,CG10175
TC009699,CG10175
TC009700,CG10175
TC009705,CG5085
TC009706,Hsp68
TC009707,CG8684
TC009708,CycT
TC009709,CycT
TC009710,CG8054
TC009712,CG10907
TC009713,CG6479
TC009714,ry
TC009715,ry
TC009716,CG7201
TC009717,l(2)35Df
TC009718,CG12207
TC009719,Dhc98D
TC009720,CG1271
TC009721,Eb1
TC009722,CG6554
TC009723,CG15012
TC009724,CG6283
TC009725,CG6472
TC009727,CG11136
TC009729,CG1882
TC009730,CG1824
TC009731,CG17142
TC009732,CG1113
TC009733,CG18665
TC009738,Wnt2
TC009739,CG6251
TC009740,Cdk5
TC009741,CG6268
TC009742,CG8598
TC009743,da
TC009744,CG10908
TC009745,Dlc90F
TC009746,CG11396
TC009749,CG7395
TC009750,AlstR
TC009753,CG5226
TC009754,CG1645
TC009755,kappaB-Ras
TC009757,CG14367
TC009766,CG13973
TC009768,CG12484
TC009769,CG3488
TC009770,CG7946
TC009771,CG11188
TC009772,GRHR
TC009773,CG1561
TC009774,CG14314
TC009775,CG1561
TC009776,CG1561
TC009777,CG1561
TC009778,CG12026
TC009779,CG8824
TC009780,CG11840
TC009781,CG4911
TC009782,CG7983
TC009783,CG6263
TC009784,CG13349
TC009785,CG1443
TC009786,CG17259
TC009787,CG11710
TC009788,CG7240
TC009789,CG17321
TC009790,Src42A
TC009792,Src42A
TC009793,CG5465
TC009794,CG4548
TC009795,CG10949
TC009796,FK506-bp2
TC009797,ik2
TC009798,ik2
TC009801,dlt
TC009802,inaD
TC009803,CG7897
TC009804,CG15197
TC009805,CG11218
TC009806,CG12593
TC009807,CG12557
TC009808,Hexo1
TC009809,Galpha73B
TC009812,CG5726
TC009815,CG9349
TC009816,CG5429
TC009817,CG5794
TC009818,loco
TC009819,CG4347
TC009820,CG8538
TC009822,tafazzin
TC009828,pk
TC009830,pk
TC009831,CG11961
TC009832,CG12736
TC009833,CG1443
TC009834,CG1443
TC009835,JTBR
TC009836,CG10428
TC009837,CG6943
TC009838,CG1540
TC009839,CG13867
TC009841,CG13654
TC009842,CG9363
TC009844,CG12163
TC009845,CG2791
TC009846,CG10354
TC009848,CG6303
TC009849,crol
TC009851,CG16947
TC009852,CG9850
TC009854,Sox15
TC009856,Sox15
TC009858,CG14750
TC009861,CG11101
TC009862,CG15153
TC009869,CG14701
TC009870,CG1467
TC009871,CG4973
TC009872,Cht2
TC009873,CG3672
TC009874,BcDNA:GH03108
TC009875,CG2811
TC009877,Cyp49a1
TC009878,CG10681
TC009879,Orc4
TC009883,CG12583
TC009884,CG8338
TC009885,CG11761
TC009889,CG12017
TC009890,CG12009
TC009891,CG4562
TC009892,CG4562
TC009893,CG13675
TC009894,CG13676
TC009895,CG15561
TC009896,en
TC009901,CG10602
TC009902,CG8722
TC009906,Ret
TC009907,CG13442
TC009911,al
TC009914,CG2970
TC009916,CG11847
TC009917,CG3106
TC009918,CG15610
TC009919,CG7099
TC009922,AP-2
TC009923,CG11858
TC009924,par-6
TC009925,CG6477
TC009926,CG17054
TC009927,CG1937
TC009929,CG5493
TC009930,fra
TC009931,CG10927
TC009932,CG11867
TC009933,CG3459
TC009934,CG4662
TC009935,didum
TC009936,CG3594
TC009937,Acf1
TC009938,prodos
TC009939,CG1116
TC009940,CG7125
TC009942,CG16805
TC009943,CG16805
TC009944,CG15653
TC009947,CG5721
TC009948,CG10252
TC009949,CG8849
TC009950,cathD
TC009951,Cyp6a21
TC009960,CG2131
TC009961,CG5970
TC009963,CG8445
TC009964,CG4619
TC009965,Rab1
TC009966,CG17856
TC009967,CG9862
TC009968,CG15481
TC009970,CG10384
TC009971,mus309
TC009972,Hel89B
TC009974,ari-1
TC009975,CG6668
TC009976,Max
TC009977,CG3308
TC009978,Ubi-p63E
TC009979,Elongin-C
TC009981,CG9471
TC009982,CG9473
TC009983,CG12938
TC009984,Pabp2
TC009985,CG8400
TC009986,CG10101
TC009991,CG6056
TC009993,CG10793
TC009994,CG11132
TC009996,CG3527
TC009997,CG10335
TC009998,CG7483
TC010001,CG12781
TC010002,CG3195
TC010003,CG11979
TC010004,CG7307
TC010005,blm
TC010006,CG7307
TC010010,DDB1
TC010011,CG3326
TC010012,CG8800
TC010013,sesB
TC010018,CG10404
TC010022,CG14595
TC010025,CG1513
TC010026,CG1513
TC010027,CG17753
TC010028,CG3622
TC010029,CG8709
TC010030,Mat1
TC010033,EG:80H7.5
TC010035,CG10299
TC010038,CG2108
TC010040,dlt
TC010041,Arf84F
TC010044,Aats-ala-m
TC010045,CG9836
TC010047,Cks
TC010048,Hexo1
TC010049,CG12203
TC010050,CG6765
TC010051,CG9701
TC010052,CG9701
TC010054,CG6240
TC010055,CG7720
TC010056,CG5879
TC010057,CG6240
TC010058,CG15504
TC010059,CG11123
TC010061,CG12878
TC010062,Hdc
TC010063,CG8462
TC010066,CG2297
TC010067,CG11218
TC010068,CG8462
TC010069,Pbprp3
TC010074,CG11319
TC010075,CG8533
TC010076,CG17572
TC010081,B4
TC010082,CG3013
TC010089,CG13971
TC010091,CG14771
TC010098,CG6572
TC010099,sas
TC010100,Rpt5
TC010101,CG9467
TC010102,CG9461
TC010103,vas
TC010104,CG2222
TC010105,l(2)efl
TC010107,CG11994
TC010108,CG13089
TC010109,CG3006
TC010110,CG3174
TC010111,Ser
TC010113,Ser
TC010115,CG4681
TC010117,CG3006
TC010119,CG13604
TC010120,CG3267
TC010121,Pcd
TC010122,CG17565
TC010123,CG14991
TC010125,CG9222
TC010126,EG:22E5.3
TC010127,CG12601
TC010130,CG12601
TC010132,CG8495
TC010137,CG11500
TC010138,Rab2
TC010139,CG12252
TC010143,Sema-1a
TC010144,CG1540
TC010147,Ih
TC010148,Ih
TC010149,Ih
TC010150,CG14514
TC010151,PebIII
TC010152,CG15661
TC010153,CG6420
TC010154,CG6564
TC010155,Wnt2
TC010157,Scsalpha
TC010158,CG7801
TC010159,CG8234
TC010160,CG14536
TC010161,eIF-2alpha
TC010162,Mad
TC010166,CG14408
TC010167,ced-6
TC010168,CG3107
TC010170,nmdyn-D7
TC010171,CG12583
TC010172,Hsp68
TC010173,Ih
TC010174,CG3522
TC010175,CG12384
TC010176,Aats-phe
TC010177,Snap24
TC010178,CG18803
TC010181,CG5484
TC010182,CG4043
TC010191,CG7031
TC010194,CG4923
TC010195,CG1540
TC010196,CG15335
TC010198,CG15020
TC010199,CG12770
TC010200,CG14616
TC010205,CG1561
TC010206,CG15054
TC010207,EG:115C2.8
TC010208,CG18660
TC010209,CG17166
TC010210,CG12165
TC010211,CG8588
TC010212,CG2485
TC010213,CG8366
TC010216,CG15054
TC010218,CG9843
TC010221,CG2144
TC010222,CG2144
TC010224,CG2485
TC010228,RfC40
TC010229,CG15797
TC010234,opa
TC010235,CG3238
TC010236,Cyp6a2
TC010237,Cyp6a13
TC010238,Cyp6a2
TC010239,Cyp6a8
TC010240,antdh
TC010241,Cyp6d5
TC010242,Cyp6a8
TC010243,Cyp6a2
TC010244,Cyp6a2
TC010245,Cyp6a2
TC010251,Cyp6a2
TC010252,Cyp6a23
TC010253,Cyp6a2
TC010254,Cyp6a2
TC010255,Cyp6a2
TC010256,Cyp6a2
TC010257,CG9360
TC010266,NaPi-T
TC010267,CG12370
TC010275,CG12555
TC010277,CG12629
TC010278,CG18665
TC010285,Sgs4
TC010287,CG13971
TC010289,CG15054
TC010291,cag
TC010292,CG9843
TC010293,Sgs4
TC010295,CG13693
TC010296,CG17164
TC010300,CG7864
TC010302,CG4859
TC010305,CG18665
TC010306,CG3226
TC010310,CG18289
TC010314,CG2485
TC010315,fas
TC010316,fas
TC010317,EG:BACR7C10.1
TC010318,Paps
TC010319,CG12314
TC010320,CG15144
TC010321,Rpt4
TC010322,CG13900
TC010323,CG9817
TC010324,CG10077
TC010325,CG1311
TC010326,CG18665
TC010328,CG4842
TC010329,Pdh
TC010330,CG4842
TC010331,CG4769
TC010332,CG11771
TC010333,CG8786
TC010334,CG9107
TC010335,CG4933
TC010336,CG1677
TC010337,CG10467
TC010339,Clp
TC010342,CG8009
TC010343,CG13917
TC010344,CG6608
TC010345,CG13201
TC010347,otk
TC010348,CG7000
TC010349,CG8492
TC010350,CG8492
TC010351,CG8492
TC010352,CG8492
TC010353,CG7000
TC010354,CG12013
TC010355,CG12013
TC010356,EG:63B12.9
TC010357,EG:63B12.9
TC010358,EG:63B12.9
TC010359,EG:63B12.13
TC010361,CG10631
TC010362,CG12013
TC010363,CG3626
TC010364,Reg-3
TC010365,Reg-3
TC010367,Vha26
TC010368,CG7966
TC010369,CG2219
TC010370,CG13991
TC010371,CG13634
TC010374,CG12187
TC010375,CG12187
TC010376,CG16976
TC010377,CG5274
TC010378,CG18177
TC010379,CG5094
TC010380,CG10640
TC010381,CG10686
TC010382,Pdh
TC010383,dbo
TC010384,CG17925
TC010385,CG1698
TC010386,CG8485
TC010388,CG9300
TC010389,Pox-m
TC010394,Nrv1
TC010398,CG14591
TC010399,CG14591
TC010400,Dp
TC010401,CG1749
TC010402,CG9967
TC010403,CG3294
TC010404,pbl
TC010405,srp
TC010406,grn
TC010407,grn
TC010408,CG17735
TC010409,CG5916
TC010410,zinc-finger-motif-protein
TC010411,CG10421
TC010412,CG14866
TC010413,RpP2
TC010414,CG2097
TC010415,CG14655
TC010417,Irp-1A
TC010418,CG4947
TC010419,CG6055
TC010420,CG8479
TC010422,CG14168
TC010423,Cyp4d2
TC010426,CG6370
TC010427,l(2)35Bd
TC010428,Top1
TC010429,rt
TC010431,c11.1
TC010433,CG1518
TC010434,CG7627
TC010435,CG3536
TC010436,CG3536
TC010437,CG7175
TC010438,RpII33
TC010440,CG14224
TC010441,BG:DS01368.1
TC010442,Prosbeta2
TC010443,RfC40
TC010444,CG4980
TC010445,CG11203
TC010446,CG17068
TC010447,CG4593
TC010448,Pgd
TC010449,RhoL
TC010450,CG17387
TC010451,CG3532
TC010452,Ef1alpha48D
TC010453,CG10042
TC010454,phr6-4
TC010455,faf
TC010456,CG7394
TC010457,CG13807
TC010458,CG4686
TC010460,CG9783
TC010461,CG7245
TC010462,CG17059
TC010464,CG4643
TC010466,CG5030
TC010467,neuroligin
TC010469,CG4668
TC010470,CG8576
TC010471,CG18362
TC010472,CG10753
TC010473,CG16984
TC010474,CG7646
TC010475,Nca
TC010476,fln
TC010477,BcDNA:GH04978
TC010478,ppl
TC010479,AcCoAS
TC010480,CG8519
TC010481,Glu-RIB
TC010482,Rdl
TC010483,CG9391
TC010485,CG3689
TC010487,CG1640
TC010489,CG10408
TC010490,CG10408
TC010491,CG11330
TC010492,CG5584
TC010495,Lk6
TC010496,CG3999
TC010498,AP-47
TC010500,CG7155
TC010501,CG11267
TC010502,sli
TC010503,CG11206
TC010505,CG13803
TC010506,CG3790
TC010507,EG:BACR7A4.20
TC010508,CG8995
TC010509,CG2485
TC010512,CG3013
TC010513,Dlc90F
TC010516,BcDNA:GH10120
TC010517,Def
TC010518,CG17209
TC010519,CG5651
TC010520,AnnIX
TC010521,CG17075
TC010522,CG3645
TC010523,CG14038
TC010525,CG2264
TC010526,CG18631
TC010527,CG1718
TC010528,CG6950
TC010529,CG13936
TC010530,CG13993
TC010531,CG11880
TC010534,CG17357
TC010535,CG3179
TC010537,CG6472
TC010540,LanB2
TC010545,CG7020
TC010546,CG11513
TC010547,CG10595
TC010549,acGAP
TC010553,CG2485
TC010554,CG2485
TC010557,CG9539
TC010559,l(2)35Df
TC010562,CG13148
TC010563,CG6459
TC010564,Pu
TC010565,CG8877
TC010567,CG17061
TC010568,CG8090
TC010569,Nop60B
TC010578,CG1443
TC010581,b
TC010587,CG5214
TC010588,sina
TC010590,CG11175
TC010591,CG3364
TC010592,bun
TC010593,pug
TC010594,pug
TC010595,CG14683
TC010596,pros
TC010597,dsx
TC010603,CG5291
TC010604,CG14205
TC010608,CG6818
TC010609,CG18576
TC010610,stck
TC010611,CG11709
TC010612,CG17266
TC010613,CG10324
TC010614,Eaat2
TC010620,CG2485
TC010622,CG18352
TC010624,CG12579
TC010626,CG18352
TC010632,CG18665
TC010633,CG18665
TC010634,CG3709
TC010635,CG9987
TC010636,CG17544
TC010637,CG18259
TC010639,CG6876
TC010640,xl6
TC010645,Hr96
TC010646,Pp2A-29B
TC010648,CG9742
TC010649,CG1090
TC010650,CG8078
TC010651,CG16728
TC010652,CG17683
TC010653,CG6217
TC010654,CG4521
TC010657,CG7649
TC010658,CG9766
TC010659,CG13442
TC010660,CG1523
TC010661,CG17019
TC010662,CG11896
TC010663,CG8407
TC010664,CG1134
TC010666,CG3732
TC010667,CG14035
TC010668,EG:BACN33B1.2
TC010669,Msp-300
TC010670,CG4049
TC010671,CG6005
TC010672,CG14309
TC010675,CG14682
TC010676,CG9119
TC010677,CG4306
TC010678,Ost48
TC010679,CG1962
TC010680,CG1532
TC010681,ine
TC010684,CG17164
TC010685,CG18288
TC010686,CG18288
TC010689,CG2485
TC010691,CG2485
TC010693,CG4266
TC010696,CG2485
TC010699,CG5516
TC010706,CG16986
TC010707,CG15054
TC010709,CG12325
TC010710,CG17653
TC010711,CG18289
TC010712,CG17411
TC010713,CG18288
TC010714,CG18289
TC010720,CG2485
TC010721,CG2485
TC010722,Ank2
TC010724,CG2206
TC010726,CG2206
TC010728,Ptp69D
TC010736,CG15054
TC010738,CG2485
TC010740,CG15138
TC010743,CG18665
TC010745,CG12579
TC010747,CG18665
TC010748,CG9843
TC010751,CG14478
TC010757,CG4813
TC010758,CG8029
TC010759,CG11526
TC010761,CG7342
TC010763,CG8639
TC010764,CG1521
TC010765,Past1
TC010766,puc
TC010767,CG5237
TC010770,CG10939
TC010771,CG6688
TC010772,CG11471
TC010773,CG2041
TC010774,CG9149
TC010778,CrebA
TC010779,CG10399
TC010780,CG4905
TC010781,CG2105
TC010782,Rho1
TC010783,CG9587
TC010784,InR
TC010786,CG14521
TC010789,CG14521
TC010791,dnk
TC010795,CG13551
TC010796,Sdc
TC010798,alpha-Adaptin
TC010799,CG9322
TC010801,Dhc62B
TC010803,CG15239
TC010804,Shc
TC010805,Chd1
TC010807,CG9088
TC010811,CG14289
TC010813,NLaz
TC010814,dnt
TC010817,CG9380
TC010818,CG13995
TC010820,CG11033
TC010824,Gli
TC010825,CG13188
TC010827,CG15715
TC010829,betaTub56D
TC010830,RpS6
TC010831,CG17309
TC010832,bib
TC010833,CG8237
TC010836,CG16899
TC010837,CG9236
TC010838,CG5798
TC010840,CG15239
TC010841,CG8568
TC010842,CG8568
TC010843,CG12191
TC010844,CG12191
TC010845,BcDNA:GH07643
