Gene_ID,ODB7_OG_ID
TC014663,EOG7FVFPF
TC015163,EOG7FVFPG
TC007490,EOG7FVFPH
TC011120,EOG7FVFPJ
TC003619,EOG7FVFPK
TC000845,EOG7FVFPM
TC005361,EOG7FVFPM
TC011308,EOG7FVFPM
TC015623,EOG7FVFPM
TC015624,EOG7FVFPM
TC015625,EOG7FVFPM
TC002095,EOG7FVFPP
TC005621,EOG7FVFPS
TC008086,EOG7FVFPT
TC014165,EOG7FVFQ2
TC013284,EOG7FVFQ4
TC008339,EOG7FVFQ9
TC009474,EOG7FVFQC
TC013560,EOG7FVFQF
TC008803,EOG7FVFQJ
TC003775,EOG7FVFQK
TC003809,EOG7FVFQQ
TC007923,EOG7FVFQQ
TC013429,EOG7FVFQR
TC006235,EOG7FVFQS
TC006322,EOG7FVFQT
TC015328,EOG7FVFR1
TC006406,EOG7FVFR3
TC010476,EOG7FVFRB
TC007624,EOG7FVFS0
TC004474,EOG7FZ9X6
TC004895,EOG7FZ9X6
TC004898,EOG7FZ9X6
TC000124,EOG7FZ9X8
TC015204,EOG7FZ9X9
TC011734,EOG7FZ9XB
TC006359,EOG7FZ9XC
TC014242,EOG7FZ9XD
TC014860,EOG7FZ9XF
TC000530,EOG7FZ9XG
TC016203,EOG7FZ9XG
TC000316,EOG7FZ9XH
TC013032,EOG7FZ9XR
TC001639,EOG7FZ9XX
TC013906,EOG7FZ9XZ
TC002263,EOG7FZ9Z0
TC015490,EOG7FZ9Z0
TC013803,EOG7FZ9Z2
TC014228,EOG7FZ9Z4
TC014229,EOG7FZ9Z4
TC014230,EOG7FZ9Z4
TC014231,EOG7FZ9Z4
TC002762,EOG7FZ9Z6
TC006542,EOG7FZ9ZB
TC007808,EOG7FZ9ZM
TC003202,EOG7FZ9ZN
TC002925,EOG7FZ9ZP
TC003367,EOG7FZ9ZR
TC005929,EOG7FZ9ZS
TC008522,EOG7FZ9ZS
TC014975,EOG7FZ9ZS
TC015615,EOG7FZ9ZS
TC015616,EOG7FZ9ZS
TC015705,EOG7FZ9ZS
TC013920,EOG7FZ9ZV
TC003755,EOG7FZ9ZW
TC009828,EOG7FZ9ZZ
TC006557,EOG7FZB03
TC010608,EOG7FZB06
TC012829,EOG7FZB08
TC009606,EOG7FZB0D
TC003171,EOG7FZB0H
TC008645,EOG7FZB0V
TC001404,EOG7FZB22
TC002234,EOG7FZB22
TC002320,EOG7FZB22
TC008544,EOG7FZB22
TC010574,EOG7FZB22
TC002404,EOG7G2655
TC001410,EOG7G2657
TC001411,EOG7G2657
TC012225,EOG7G2657
TC013501,EOG7G2658
TC003675,EOG7G2659
TC002609,EOG7G265B
TC005858,EOG7G265C
TC010651,EOG7G265D
TC011284,EOG7G265F
TC007447,EOG7G265G
TC002351,EOG7G265J
TC004596,EOG7G265J
TC000103,EOG7G265K
TC001741,EOG7G265M
TC012853,EOG7G265R
TC004129,EOG7G265S
TC010176,EOG7G265T
TC001979,EOG7G265X
TC005371,EOG7G2662
TC006532,EOG7G2662
TC007625,EOG7G2665
TC009414,EOG7G2666
TC013697,EOG7G2667
TC008709,EOG7G266C
TC015155,EOG7G266G
TC000533,EOG7G266K
TC000534,EOG7G266K
TC003549,EOG7G266K
TC007178,EOG7G266M
TC012415,EOG7G266N
TC000961,EOG7G266P
TC002141,EOG7G266P
TC015416,EOG7G266S
TC006756,EOG7G266X
TC004570,EOG7G2674
TC004706,EOG7G2676
TC009790,EOG7G267K
TC001732,EOG7G267W
TC011903,EOG7G267W
TC010868,EOG7G267X
TC010486,EOG7G2680
TC004742,EOG7G52D2
TC005555,EOG7G52D4
TC014636,EOG7G52D6
TC011636,EOG7G52D7
TC013036,EOG7G52D8
TC000268,EOG7G52D9
TC007512,EOG7G52DC
TC008441,EOG7G52DD
TC004711,EOG7G52DH
TC013739,EOG7G52DN
TC007938,EOG7G52DP
TC000158,EOG7G52DR
TC007872,EOG7G52DT
TC016224,EOG7G52DV
TC000737,EOG7G52DW
TC002309,EOG7G52DZ
TC000026,EOG7G52F1
TC003427,EOG7G52F2
TC001201,EOG7G52F3
TC004607,EOG7G52F6
TC007077,EOG7G52F7
TC002785,EOG7G52FB
TC002786,EOG7G52FB
TC005709,EOG7G52FC
TC002546,EOG7G52FF
TC002185,EOG7G52FJ
TC008456,EOG7G52FN
TC007177,EOG7G52FT
TC007258,EOG7G52FZ
TC015691,EOG7G52G3
TC015910,EOG7G52G5
TC030689,EOG7G52G8
TC002709,EOG7G52GB
TC007766,EOG7G52GG
TC000921,EOG7G52GH
TC013132,EOG7G52GK
TC000957,EOG7G7XMZ
TC008647,EOG7G7XN0
TC006523,EOG7G7XN2
TC014187,EOG7G7XN6
TC003139,EOG7G7XN7
TC007106,EOG7G7XN8
TC014483,EOG7G7XNB
TC012970,EOG7G7XNC
TC016136,EOG7G7XNC
TC001754,EOG7G7XNF
TC013056,EOG7G7XNJ
TC015892,EOG7G7XNK
TC002598,EOG7G7XNM
TC014971,EOG7G7XNQ
TC001566,EOG7G7XNT
TC002099,EOG7G7XNV
TC006460,EOG7G7XNX
TC000115,EOG7G7XNZ
TC013743,EOG7G7XP0
TC013420,EOG7G7XP1
TC014423,EOG7G7XP7
TC003527,EOG7G7XP9
TC009804,EOG7G7XPC
TC007442,EOG7G7XPN
TC015172,EOG7G7XPV
TC014175,EOG7G7XQ4
TC001606,EOG7G7XQ7
TC004260,EOG7GBSVX
TC004414,EOG7GBSVX
TC009548,EOG7GBSVX
TC011397,EOG7GBSVZ
TC000413,EOG7GBSW1
TC000414,EOG7GBSW1
TC007325,EOG7GBSW2
TC000995,EOG7GBSW3
TC002978,EOG7GBSW5
TC002365,EOG7GBSW6
TC002557,EOG7GBSW6
TC008526,EOG7GBSW7
TC011421,EOG7GBSWB
TC012466,EOG7GBSWD
TC015470,EOG7GBSWF
TC005424,EOG7GBSWG
TC002307,EOG7GBSWH
TC000446,EOG7GBSWM
TC000925,EOG7GBSWN
TC001612,EOG7GBSWQ
TC014543,EOG7GBSWQ
TC009847,EOG7GBSWR
TC013123,EOG7GBSWS
TC004374,EOG7GBSWT
TC003922,EOG7GBSWW
TC015235,EOG7GBSWZ
TC007358,EOG7GBSX2
TC007613,EOG7GBSX3
TC030702,EOG7GBSX4
TC006516,EOG7GBSX6
TC000810,EOG7GBSX7
TC004566,EOG7GBSX8
TC007008,EOG7GBSX9
TC005963,EOG7GBSXB
TC005965,EOG7GBSXB
TC010840,EOG7GBSXC
TC005719,EOG7GBSXD
TC007929,EOG7GBSXJ
TC002187,EOG7GBSXM
TC005078,EOG7GBSXM
TC014598,EOG7GBSXN
TC008878,EOG7GBSXR
TC005311,EOG7GBSXX
TC001808,EOG7GBSZ1
TC002040,EOG7GBSZ1
TC004704,EOG7GBSZ2
TC013136,EOG7GBSZ4
TC009206,EOG7GBSZ9
TC004265,EOG7GBSZB
TC006145,EOG7GBSZB
TC007332,EOG7GBSZF
TC004203,EOG7GBSZK
TC006887,EOG7GBSZK
TC005184,EOG7GFP3S
TC007694,EOG7GFP3V
TC002906,EOG7GFP3W
TC001864,EOG7GFP3X
TC006423,EOG7GFP3Z
TC007705,EOG7GFP40
TC005310,EOG7GFP41
TC004376,EOG7GFP43
TC012134,EOG7GFP44
TC030656,EOG7GFP45
TC008473,EOG7GFP49
TC002968,EOG7GFP4B
TC013167,EOG7GFP4D
TC014544,EOG7GFP4D
TC014590,EOG7GFP4F
TC015294,EOG7GFP4G
TC004954,EOG7GFP4K
TC014166,EOG7GFP4K
TC000202,EOG7GFP4M
TC000728,EOG7GFP4M
TC000729,EOG7GFP4M
TC000730,EOG7GFP4M
TC000731,EOG7GFP4M
TC000843,EOG7GFP4M
TC001272,EOG7GFP4M
TC001273,EOG7GFP4M
TC001314,EOG7GFP4M
TC001315,EOG7GFP4M
TC003051,EOG7GFP4M
TC003052,EOG7GFP4M
TC003218,EOG7GFP4M
TC003220,EOG7GFP4M
TC003598,EOG7GFP4M
TC005678,EOG7GFP4M
TC005679,EOG7GFP4M
TC005681,EOG7GFP4M
TC006448,EOG7GFP4M
TC006449,EOG7GFP4M
TC007823,EOG7GFP4M
TC008579,EOG7GFP4M
TC011420,EOG7GFP4M
TC012631,EOG7GFP4M
TC012688,EOG7GFP4M
TC012943,EOG7GFP4M
TC030041,EOG7GFP4M
TC030303,EOG7GFP4M
TC030305,EOG7GFP4M
TC030313,EOG7GFP4M
TC030314,EOG7GFP4M
TC030316,EOG7GFP4M
TC030318,EOG7GFP4M
TC030320,EOG7GFP4M
TC030331,EOG7GFP4M
TC030373,EOG7GFP4M
TC030379,EOG7GFP4M
TC030392,EOG7GFP4M
TC030402,EOG7GFP4M
TC030407,EOG7GFP4M
TC030408,EOG7GFP4M
TC030409,EOG7GFP4M
TC030410,EOG7GFP4M
TC030412,EOG7GFP4M
TC030415,EOG7GFP4M
TC030418,EOG7GFP4M
TC030421,EOG7GFP4M
TC030423,EOG7GFP4M
TC030426,EOG7GFP4M
TC030427,EOG7GFP4M
TC030428,EOG7GFP4M
TC030429,EOG7GFP4M
TC030432,EOG7GFP4M
TC004051,EOG7GFP4Q
TC010095,EOG7GFP4Q
TC010284,EOG7GFP4Q
TC016026,EOG7GFP4Q
TC016408,EOG7GFP4Q
TC009645,EOG7GFP51
TC002350,EOG7GFP53
TC009614,EOG7GFP5C
TC005683,EOG7GFP5D
TC006740,EOG7GFP5D
TC008895,EOG7GFP5D
TC010588,EOG7GFP5D
TC013536,EOG7GFP5G
TC011188,EOG7GFP5K
TC009444,EOG7GFP5N
TC002933,EOG7GFP5P
TC006115,EOG7GFP5Q
TC010920,EOG7GFP5S
TC012638,EOG7GFP5V
TC004699,EOG7GFP66
TC005329,EOG7GFP66
TC009442,EOG7GFP67
TC001521,EOG7GFP6F
TC010562,EOG7GFP6J
TC012657,EOG7GJJBW
TC006982,EOG7GJJBZ
TC001219,EOG7GJJC0
TC004625,EOG7GJJC2
TC008853,EOG7GJJC4
TC002294,EOG7GJJC5
TC015971,EOG7GJJC6
TC030750,EOG7GJJC9
TC002909,EOG7GJJCD
TC002272,EOG7GJJCF
TC010325,EOG7GJJCF
TC013765,EOG7GJJCH
TC013842,EOG7GJJCN
TC012354,EOG7GJJCQ
TC014076,EOG7GJJCR
TC015170,EOG7GJJCS
TC003081,EOG7GJJCW
TC000678,EOG7GJJCX
TC000679,EOG7GJJCX
TC000680,EOG7GJJCX
TC000681,EOG7GJJCX
TC000682,EOG7GJJCX
TC000683,EOG7GJJCX
TC012114,EOG7GJJD2
TC011782,EOG7GJJD4
TC009563,EOG7GJJD5
TC014205,EOG7GJJDF
TC014613,EOG7GJJDF
TC015547,EOG7GJJDG
TC005391,EOG7GJJDN
TC009638,EOG7GJJDP
TC001235,EOG7GJJDQ
TC001004,EOG7GJJDV
TC015220,EOG7GJJDZ
TC013272,EOG7GJJF1
TC015549,EOG7GJJF5
TC015556,EOG7GJJF5
TC010545,EOG7GNDKQ
TC003361,EOG7GNDKR
TC015213,EOG7GNDKS
TC013213,EOG7GNDKT
TC007678,EOG7GNDKV
TC009999,EOG7GNDKZ
TC012628,EOG7GNDM0
TC006994,EOG7GNDM1
TC007074,EOG7GNDM2
TC008696,EOG7GNDM3
TC007470,EOG7GNDM5
TC007682,EOG7GNDM6
TC003413,EOG7GNDM9
TC005395,EOG7GNDMC
TC002495,EOG7GNDMD
TC004776,EOG7GNDMG
TC003389,EOG7GNDMH
TC003883,EOG7GNDMK
TC009780,EOG7GNDMM
TC015782,EOG7GNDMN
TC015783,EOG7GNDMN
TC008731,EOG7GNDMP
TC030541,EOG7GNDMQ
TC011556,EOG7GNDMR
TC009147,EOG7GNDN5
TC004990,EOG7GNDNG
TC011123,EOG7GNDNG
TC012548,EOG7GNDNR
TC001152,EOG7GNDP9
TC016407,EOG7GNDPJ
TC003402,EOG7GR8TP
TC003797,EOG7GR8TP
TC004791,EOG7GR8TR
TC006697,EOG7GR8TR
TC006698,EOG7GR8TR
TC006699,EOG7GR8TR
TC006700,EOG7GR8TR
TC011571,EOG7GR8TR
TC004938,EOG7GR8TS
TC012368,EOG7GR8TT
TC012369,EOG7GR8TT
TC006499,EOG7GR8TX
TC007060,EOG7GR8TZ
TC000378,EOG7GR8V2
TC004000,EOG7GR8V2
TC003645,EOG7GR8V3
TC016315,EOG7GR8V6
TC016225,EOG7GR8V9
TC030783,EOG7GR8VB
TC013241,EOG7GR8VC
TC014373,EOG7GR8VF
TC004960,EOG7GR8VG
TC006481,EOG7GR8VH
TC004362,EOG7GR8VJ
TC011377,EOG7GR8VK
TC010021,EOG7GR8VN
TC008917,EOG7GR8VP
TC005174,EOG7GR8VQ
TC012691,EOG7GR8VS
TC013098,EOG7GR8VV
TC013099,EOG7GR8VV
TC015302,EOG7GR8VZ
TC005557,EOG7GR8W1
TC001919,EOG7GR8WT
TC011125,EOG7GR8WV
TC012190,EOG7GR8WX
TC006032,EOG7GV52M
TC005794,EOG7GV52N
TC009191,EOG7GV52Q
TC013766,EOG7GV52S
TC000544,EOG7GV52T
TC007029,EOG7GV52W
TC007030,EOG7GV52W
TC007031,EOG7GV52W
TC007032,EOG7GV52W
TC011039,EOG7GV52W
TC005591,EOG7GV52X
TC011005,EOG7GV530
TC015252,EOG7GV530
TC012678,EOG7GV531
TC015681,EOG7GV533
TC015682,EOG7GV533
TC015683,EOG7GV533
TC013607,EOG7GV536
TC010639,EOG7GV538
TC003159,EOG7GV539
TC014861,EOG7GV53C
TC002979,EOG7GV53H
TC009484,EOG7GV53K
TC015208,EOG7GV53M
TC005685,EOG7GV53N
TC011422,EOG7GV53P
TC000539,EOG7GV53R
TC005673,EOG7GV53W
TC006476,EOG7GV53X
TC012542,EOG7GV542
TC011026,EOG7GV544
TC008994,EOG7GV545
TC008995,EOG7GV545
TC002504,EOG7GV548
TC000770,EOG7GV54B
TC011895,EOG7GV54D
TC010306,EOG7GV54F
TC008170,EOG7GV54G
TC001862,EOG7GV54M
TC009255,EOG7GV54M
TC014918,EOG7GV54S
TC009580,EOG7GV557
TC014916,EOG7GV56F
TC004715,EOG7GZ19H
TC012726,EOG7GZ19K
TC004784,EOG7GZ19M
TC001271,EOG7GZ19P
TC006513,EOG7GZ19R
TC006940,EOG7GZ19R
TC006941,EOG7GZ19R
TC014321,EOG7GZ19R
TC003854,EOG7GZ19S
TC002177,EOG7GZ19T
TC011193,EOG7GZ19X
TC011656,EOG7GZ1B0
TC015167,EOG7GZ1B1
TC009040,EOG7GZ1B3
TC004033,EOG7GZ1B5
TC014515,EOG7GZ1B7
TC015909,EOG7GZ1B9
TC008101,EOG7GZ1BC
TC008102,EOG7GZ1BC
TC006368,EOG7GZ1BF
TC016176,EOG7GZ1BG
TC009487,EOG7GZ1BH
TC013774,EOG7GZ1BJ
TC003620,EOG7GZ1BN
TC014596,EOG7GZ1BQ
TC014905,EOG7GZ1BR
TC009262,EOG7GZ1BX
TC000932,EOG7GZ1BZ
TC007251,EOG7GZ1C3
TC001397,EOG7GZ1C5
TC001502,EOG7GZ1C5
TC001503,EOG7GZ1C5
TC001504,EOG7GZ1C5
TC001508,EOG7GZ1C5
TC001892,EOG7GZ1C5
TC001895,EOG7GZ1C5
TC001897,EOG7GZ1C5
TC001902,EOG7GZ1C5
TC002014,EOG7GZ1C5
TC002015,EOG7GZ1C5
TC002016,EOG7GZ1C5
TC002103,EOG7GZ1C5
TC004164,EOG7GZ1C5
TC004985,EOG7GZ1C5
TC005201,EOG7GZ1C5
TC005297,EOG7GZ1C5
TC008558,EOG7GZ1C5
TC008575,EOG7GZ1C5
TC008578,EOG7GZ1C5
TC010278,EOG7GZ1C5
TC012927,EOG7GZ1C5
TC012963,EOG7GZ1C5
TC012964,EOG7GZ1C5
TC012967,EOG7GZ1C5
TC016237,EOG7GZ1C5
TC016239,EOG7GZ1C5
TC016248,EOG7GZ1C5
TC016307,EOG7GZ1C6
TC007928,EOG7GZ1C9
TC014414,EOG7GZ1CB
TC007973,EOG7GZ1CC
TC007531,EOG7GZ1CD
TC002461,EOG7GZ1CF
TC012424,EOG7GZ1CG
TC006752,EOG7GZ1CR
TC008797,EOG7GZ1CR
TC010286,EOG7GZ1CX
TC015280,EOG7GZ1D3
TC013009,EOG7GZ1D8
TC006242,EOG7GZ1DF
TC001814,EOG7GZ1DZ
TC003911,EOG7H1WJG
TC003272,EOG7H1WJH
TC006857,EOG7H1WJH
TC012646,EOG7H1WJJ
TC001623,EOG7H1WJK
TC004313,EOG7H1WJM
TC013108,EOG7H1WJN
TC002730,EOG7H1WJP
TC007656,EOG7H1WJQ
TC006367,EOG7H1WJS
TC005232,EOG7H1WJT
TC005233,EOG7H1WJT
TC004392,EOG7H1WJV
TC006787,EOG7H1WJW
TC014951,EOG7H1WJZ
TC001438,EOG7H1WK0
TC008324,EOG7H1WK1
TC000561,EOG7H1WK2
TC010997,EOG7H1WK2
TC012933,EOG7H1WK2
TC013933,EOG7H1WK2
TC007171,EOG7H1WK6
TC000220,EOG7H1WK8
TC000395,EOG7H1WK9
TC012326,EOG7H1WKB
TC009558,EOG7H1WKC
TC011435,EOG7H1WKF
TC004573,EOG7H1WKJ
TC011171,EOG7H1WKK
TC011318,EOG7H1WKK
TC011320,EOG7H1WKK
TC013516,EOG7H1WKM
TC000912,EOG7H1WKQ
TC002789,EOG7H1WKS
TC013703,EOG7H1WKT
TC016127,EOG7H1WKV
TC007209,EOG7H1WKW
TC006279,EOG7H1WKX
TC005393,EOG7H1WKZ
TC001790,EOG7H1WM4
TC001791,EOG7H1WM4
TC011280,EOG7H1WM4
TC016074,EOG7H1WM4
TC003494,EOG7H1WM9
TC008670,EOG7H1WMC
TC013258,EOG7H1WMG
TC010993,EOG7H1WMM
TC011316,EOG7H1WMN
TC014844,EOG7H1WMR
TC007507,EOG7H1WMV
TC006365,EOG7H1WMW
TC006051,EOG7H4RSF
TC014713,EOG7H4RSG
TC015816,EOG7H4RSH
TC013877,EOG7H4RSJ
TC001529,EOG7H4RSK
TC013038,EOG7H4RSM
TC000140,EOG7H4RSN
TC015485,EOG7H4RSP
TC015486,EOG7H4RSP
TC000558,EOG7H4RSQ
TC014127,EOG7H4RSR
TC009329,EOG7H4RSS
TC000109,EOG7H4RST
TC014142,EOG7H4RSV
TC003211,EOG7H4RT2
TC001816,EOG7H4RT8
TC007817,EOG7H4RT9
TC002068,EOG7H4RTB
TC000040,EOG7H4RTC
TC004841,EOG7H4RTN
TC000145,EOG7H4RTS
TC009406,EOG7H4RTS
TC013914,EOG7H4RTS
TC005433,EOG7H4RTT
TC012274,EOG7H4RTW
TC012861,EOG7H4RTX
TC002277,EOG7H4RTZ
TC012808,EOG7H4RV1
TC007715,EOG7H4RV3
TC005670,EOG7H4RV5
TC014804,EOG7H4RV7
TC004816,EOG7H4RV8
TC007491,EOG7H4RVB
TC013378,EOG7H4RVG
TC000058,EOG7H4RVJ
TC009008,EOG7H4RVP
TC010988,EOG7H4RX1
TC016161,EOG7H7N18
TC003875,EOG7H7N19
TC015096,EOG7H7N1B
TC014294,EOG7H7N1C
TC009582,EOG7H7N1D
TC012388,EOG7H7N1F
TC012389,EOG7H7N1F
TC014609,EOG7H7N1G
TC008118,EOG7H7N1J
TC008018,EOG7H7N1K
TC004606,EOG7H7N1N
TC003445,EOG7H7N1R
TC004159,EOG7H7N1V
TC007014,EOG7H7N1Z
TC011161,EOG7H7N20
TC010856,EOG7H7N21
TC003627,EOG7H7N22
TC003404,EOG7H7N26
TC003998,EOG7H7N27
TC006049,EOG7H7N28
TC011871,EOG7H7N29
TC000456,EOG7H7N2B
TC006409,EOG7H7N2J
TC012138,EOG7H7N2M
TC012238,EOG7H7N2M
TC009027,EOG7H7N2Z
TC002814,EOG7H7N31
TC005129,EOG7H7N36
TC012881,EOG7H7N38
TC006991,EOG7H7N39
TC006309,EOG7H7N3B
TC005648,EOG7H7N3F
TC008128,EOG7H7N3H
TC001363,EOG7H7N3K
TC030050,EOG7H7N3M
TC013763,EOG7H7N3T
TC004872,EOG7H7N3W
TC016195,EOG7H7N3X
TC008702,EOG7H7N4V
TC008960,EOG7H7N4V
TC010124,EOG7H7N4V
TC004721,EOG7HBH84
TC014910,EOG7HBH86
TC002945,EOG7HBH88
TC013103,EOG7HBH89
TC008061,EOG7HBH8F
TC014520,EOG7HBH8G
TC009808,EOG7HBH8H
TC009072,EOG7HBH8J
TC003419,EOG7HBH8K
TC005516,EOG7HBH8M
TC015484,EOG7HBH8P
TC015642,EOG7HBH8Q
TC015643,EOG7HBH8Q
TC012533,EOG7HBH8S
TC013838,EOG7HBH8V
TC011472,EOG7HBH8W
TC007751,EOG7HBH8Z
TC005330,EOG7HBH92
TC009993,EOG7HBH93
TC000095,EOG7HBH95
TC011795,EOG7HBH96
TC007911,EOG7HBH98
TC014152,EOG7HBH98
TC010595,EOG7HBH99
TC013251,EOG7HBH9C
TC000224,EOG7HBH9F
TC006314,EOG7HBH9G
TC009996,EOG7HBH9N
TC000008,EOG7HBH9V
TC007383,EOG7HBH9X
TC003696,EOG7HBHB4
TC011507,EOG7HBHB5
TC030631,EOG7HBHBB
TC009789,EOG7HBHBF
TC002245,EOG7HBHBJ
TC004108,EOG7HBHBW
TC002534,EOG7HBHC4
TC008540,EOG7HFCH6
TC001108,EOG7HFCH7
TC001107,EOG7HFCHB
TC001718,EOG7HFCHD
TC009791,EOG7HFCHF
TC001449,EOG7HFCHH
TC004004,EOG7HFCHJ
TC001708,EOG7HFCHK
TC014468,EOG7HFCHM
TC014814,EOG7HFCHN
TC003979,EOG7HFCHP
TC007992,EOG7HFCHQ
TC007744,EOG7HFCHR
TC000375,EOG7HFCHT
TC009816,EOG7HFCHV
TC001594,EOG7HFCHW
TC009851,EOG7HFCHX
TC014601,EOG7HFCHZ
TC016399,EOG7HFCJ0
TC001807,EOG7HFCJ1
TC001809,EOG7HFCJ1
TC016153,EOG7HFCJ1
TC012524,EOG7HFCJ2
TC014494,EOG7HFCJ3
TC009896,EOG7HFCJ4
TC007028,EOG7HFCJ5
TC007103,EOG7HFCJB
TC000828,EOG7HFCJD
TC006955,EOG7HFCJJ
TC001252,EOG7HFCJM
TC014308,EOG7HFCJR
TC005066,EOG7HFCJW
TC008970,EOG7HFCK2
TC007134,EOG7HFCKF
TC016154,EOG7HFCKM
TC001427,EOG7HFCKW
TC001830,EOG7HFCKW
TC001953,EOG7HFCKW
TC006861,EOG7HFCKW
TC005834,EOG7HFCM0
TC016101,EOG7HFCMZ
TC016194,EOG7HFCNB
TC004497,EOG7HJ7R4
TC002083,EOG7HJ7R9
TC002741,EOG7HJ7RB
TC016211,EOG7HJ7RB
TC016212,EOG7HJ7RB
TC013482,EOG7HJ7RD
TC004526,EOG7HJ7RF
TC003768,EOG7HJ7RH
TC013626,EOG7HJ7RJ
TC013604,EOG7HJ7RP
TC015026,EOG7HJ7RQ
TC016084,EOG7HJ7RR
TC005087,EOG7HJ7RS
TC008135,EOG7HJ7RT
TC030329,EOG7HJ7RV
TC030336,EOG7HJ7RV
TC030344,EOG7HJ7RV
TC000803,EOG7HJ7RW
TC005499,EOG7HJ7RW
TC009692,EOG7HJ7RW
TC009693,EOG7HJ7RW
TC009694,EOG7HJ7RW
TC009696,EOG7HJ7RW
TC009697,EOG7HJ7RW
TC009699,EOG7HJ7RW
TC012856,EOG7HJ7RW
TC015225,EOG7HJ7RW
TC015229,EOG7HJ7RW
TC015230,EOG7HJ7RW
TC004510,EOG7HJ7RZ
TC004877,EOG7HJ7RZ
TC004878,EOG7HJ7RZ
TC004879,EOG7HJ7RZ
TC004881,EOG7HJ7RZ
TC004950,EOG7HJ7RZ
TC004951,EOG7HJ7RZ
TC005686,EOG7HJ7RZ
TC007811,EOG7HJ7RZ
TC011069,EOG7HJ7S2
TC001646,EOG7HJ7S6
TC016413,EOG7HJ7S6
TC014328,EOG7HJ7S8
TC007306,EOG7HJ7S9
TC006110,EOG7HJ7SD
TC006353,EOG7HJ7SF
TC004062,EOG7HJ7SG
TC016274,EOG7HJ7SJ
TC012527,EOG7HJ7SP
TC008340,EOG7HJ7SQ
TC000201,EOG7HJ7SR
TC004733,EOG7HJ7SS
TC013006,EOG7HJ7SX
TC008182,EOG7HJ7T5
TC000844,EOG7HJ7T8
TC008663,EOG7HJ7T8
TC001845,EOG7HJ7TJ
TC010004,EOG7HJ7TN
TC003364,EOG7HJ7TX
TC004472,EOG7HJ7TZ
TC010022,EOG7HJ7V0
TC011133,EOG7HJ7V4
TC013742,EOG7HN3ZX
TC000382,EOG7HN3ZZ
TC006213,EOG7HN403
TC003718,EOG7HN405
TC009205,EOG7HN407
TC000247,EOG7HN409
TC000248,EOG7HN409
TC000249,EOG7HN409
TC001300,EOG7HN409
TC001301,EOG7HN409
TC004957,EOG7HN409
TC007026,EOG7HN409
TC000313,EOG7HN40C
TC013400,EOG7HN40D
TC002654,EOG7HN40F
TC002655,EOG7HN40F
TC003059,EOG7HN40F
TC009418,EOG7HN40F
TC004406,EOG7HN40H
TC005715,EOG7HN40J
TC013196,EOG7HN40K
TC014616,EOG7HN40K
TC005104,EOG7HN40M
TC005741,EOG7HN40N
TC030080,EOG7HN40N
TC013002,EOG7HN40Q
TC002444,EOG7HN40R
TC002445,EOG7HN40R
TC008957,EOG7HN40S
TC007967,EOG7HN40T
TC000049,EOG7HN40X
TC003693,EOG7HN40Z
TC003914,EOG7HN410
TC006907,EOG7HN410
TC013184,EOG7HN410
TC000225,EOG7HN411
TC008282,EOG7HN41B
TC003714,EOG7HN41D
TC006993,EOG7HN41J
TC030679,EOG7HN41R
TC004466,EOG7HN41S
TC015268,EOG7HN41S
TC011068,EOG7HN41X
TC005628,EOG7HN420
TC008143,EOG7HN42J
TC000852,EOG7HN42R
TC013989,EOG7HN42R
TC008539,EOG7HN43G
TC014935,EOG7HR071
TC009632,EOG7HR073
TC003068,EOG7HR074
TC012305,EOG7HR075
TC002146,EOG7HR076
TC010074,EOG7HR077
TC003282,EOG7HR078
TC014055,EOG7HR079
TC001769,EOG7HR07C
TC006146,EOG7HR07F
TC015457,EOG7HR07F
TC015223,EOG7HR07G
TC000945,EOG7HR07J
TC011784,EOG7HR07M
TC002393,EOG7HR07N
TC005122,EOG7HR07Q
TC005123,EOG7HR07Q
TC000318,EOG7HR07T
TC000319,EOG7HR07T
TC014911,EOG7HR07W
TC003185,EOG7HR07X
TC030248,EOG7HR07Z
TC030279,EOG7HR07Z
TC030280,EOG7HR07Z
TC007562,EOG7HR081
TC030647,EOG7HR081
TC011404,EOG7HR082
TC001746,EOG7HR08D
TC008989,EOG7HR08D
TC014322,EOG7HR08F
TC000954,EOG7HR08G
TC009028,EOG7HR08S
TC000748,EOG7HR08T
TC015947,EOG7HR08V
TC002222,EOG7HR08W
TC001755,EOG7HR08Z
TC013921,EOG7HR090
TC012370,EOG7HR092
TC007795,EOG7HR09F
TC008495,EOG7HR09P
TC014848,EOG7HR09P
TC004250,EOG7HR09V
TC012387,EOG7HTVFW
TC010005,EOG7HTVG0
TC013347,EOG7HTVG1
TC002567,EOG7HTVG3
TC014537,EOG7HTVG8
TC008454,EOG7HTVG9
TC001346,EOG7HTVGC
TC006642,EOG7HTVGD
TC006643,EOG7HTVGD
TC007436,EOG7HTVGF
TC012550,EOG7HTVGH
TC010505,EOG7HTVGQ
TC005618,EOG7HTVGS
TC007855,EOG7HTVGT
TC006030,EOG7HTVGW
TC006031,EOG7HTVGW
TC008981,EOG7HTVH0
TC010795,EOG7HTVH0
TC014979,EOG7HTVH4
TC015070,EOG7HTVH5
TC000013,EOG7HTVH6
TC003965,EOG7HTVH6
TC015619,EOG7HTVH6
TC007027,EOG7HTVH7
TC003256,EOG7HTVH8
TC007648,EOG7HTVH9
TC004462,EOG7HTVHP
TC030547,EOG7HTVHQ
